2026-06-18 08:56:14 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-06-18 08:56:26 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-18 08:56:32 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-06-18 08:56:33 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 08:56:34 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-18 08:56:34 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: c6e0e811-d080-4e17-ba9d-5a9edd72f4e8

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-06-18 08:56:35 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3791160a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1d9cac6e, org.springframework.security.web.context.SecurityContextHolderFilter@39f3285d, org.springframework.security.web.header.HeaderWriterFilter@1fb379e4, org.springframework.web.filter.CorsFilter@5f510929, org.springframework.security.web.authentication.logout.LogoutFilter@c0cb9c2, com.civicdesk.analytics.security.JwtAuthFilter@d3e3085, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1cf7c055, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4b6fc231, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@55a2ca5e, org.springframework.security.web.session.SessionManagementFilter@e5d9fa7, org.springframework.security.web.access.ExceptionTranslationFilter@5f26fc4d, org.springframework.security.web.access.intercept.AuthorizationFilter@75bbe39d]
2026-06-18 08:56:36 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2026-06-18 08:56:36 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8088 (http) with context path ''
2026-06-18 08:56:36 [main] INFO  c.c.a.AnalyticsServiceApplication - Started AnalyticsServiceApplication in 23.618 seconds (process running for 25.382)
2026-06-18 09:34:09 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 09:34:10 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-06-18 09:34:10 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-06-18 09:36:27 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-06-18 09:36:27 [main] INFO  c.c.a.AnalyticsServiceApplication - Starting AnalyticsServiceApplication using Java 21.0.2 with PID 17904 (C:\Users\2506602\Downloads\civicdesk (1)\analytics-service\target\classes started by 2506602 in C:\Users\2506602\Downloads\civicdesk (1))
2026-06-18 09:36:27 [main] INFO  c.c.a.AnalyticsServiceApplication - No active profile set, falling back to 1 default profile: "default"
2026-06-18 09:36:29 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-06-18 09:36:30 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 142 ms. Found 1 JPA repository interface.
2026-06-18 09:36:31 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8088 (http)
2026-06-18 09:36:31 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2026-06-18 09:36:31 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-06-18 09:36:31 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2026-06-18 09:36:31 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-06-18 09:36:31 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3831 ms
2026-06-18 09:36:31 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-06-18 09:36:32 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2026-06-18 09:36:32 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-06-18 09:36:33 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-06-18 09:36:33 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-06-18 09:36:33 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@18483b8b
2026-06-18 09:36:33 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-06-18 09:36:33 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-18 09:36:35 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-06-18 09:36:35 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 09:36:36 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-18 09:36:36 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 5b5e7eb2-e2ba-4f46-b8f9-e829e7cd25f8

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-06-18 09:36:37 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@75bbe39d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6805415d, org.springframework.security.web.context.SecurityContextHolderFilter@e5d9fa7, org.springframework.security.web.header.HeaderWriterFilter@76ccde41, org.springframework.web.filter.CorsFilter@870413c, org.springframework.security.web.authentication.logout.LogoutFilter@1a23136f, com.civicdesk.analytics.security.JwtAuthFilter@bd3eff4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@24be6e34, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@39f3285d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3791160a, org.springframework.security.web.session.SessionManagementFilter@1dba7721, org.springframework.security.web.access.ExceptionTranslationFilter@66ce4b4, org.springframework.security.web.access.intercept.AuthorizationFilter@7f5c4ff8]
2026-06-18 09:36:38 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2026-06-18 09:36:38 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8088 (http) with context path ''
2026-06-18 09:36:38 [main] INFO  c.c.a.AnalyticsServiceApplication - Started AnalyticsServiceApplication in 12.241 seconds (process running for 13.286)
2026-06-18 10:10:02 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 10:10:02 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-06-18 10:10:02 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-06-18 10:10:09 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-06-18 10:10:09 [main] INFO  c.c.a.AnalyticsServiceApplication - Starting AnalyticsServiceApplication using Java 21.0.2 with PID 13676 (C:\Users\2506602\Downloads\civicdesk (1)\analytics-service\target\classes started by 2506602 in C:\Users\2506602\Downloads\civicdesk (1))
2026-06-18 10:10:09 [main] INFO  c.c.a.AnalyticsServiceApplication - No active profile set, falling back to 1 default profile: "default"
2026-06-18 10:10:12 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-06-18 10:10:13 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 185 ms. Found 1 JPA repository interface.
2026-06-18 10:10:14 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8088 (http)
2026-06-18 10:10:14 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2026-06-18 10:10:14 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-06-18 10:10:14 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2026-06-18 10:10:15 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-06-18 10:10:15 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4993 ms
2026-06-18 10:10:15 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-06-18 10:10:15 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2026-06-18 10:10:15 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-06-18 10:10:16 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-06-18 10:10:16 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-06-18 10:10:17 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@182e4365
2026-06-18 10:10:17 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-06-18 10:10:17 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-18 10:10:20 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-06-18 10:10:20 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 10:10:22 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-18 10:10:22 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 92737766-1f7d-483b-b1d4-eb3290748027

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-06-18 10:10:23 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4a6d6308, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@773cc551, org.springframework.security.web.context.SecurityContextHolderFilter@2a5c115b, org.springframework.security.web.header.HeaderWriterFilter@3903cfc9, org.springframework.web.filter.CorsFilter@5cbaafbd, org.springframework.security.web.authentication.logout.LogoutFilter@13288174, com.civicdesk.analytics.security.JwtAuthFilter@4d4436d0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@20f3291d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2f51b100, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4f0f56f5, org.springframework.security.web.session.SessionManagementFilter@f9d8285, org.springframework.security.web.access.ExceptionTranslationFilter@69374e28, org.springframework.security.web.access.intercept.AuthorizationFilter@eb66b47]
2026-06-18 10:10:24 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2026-06-18 10:10:24 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8088 (http) with context path ''
2026-06-18 10:10:24 [main] INFO  c.c.a.AnalyticsServiceApplication - Started AnalyticsServiceApplication in 15.949 seconds (process running for 16.966)
2026-06-18 10:47:15 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m22s514ms575µs500ns).
2026-06-18 11:30:42 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 11:30:42 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-06-18 11:30:42 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-06-18 11:31:44 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-06-18 11:31:44 [main] INFO  c.c.a.AnalyticsServiceApplication - Starting AnalyticsServiceApplication using Java 21.0.2 with PID 17708 (C:\Users\2506602\Downloads\civicdesk (1)\analytics-service\target\classes started by 2506602 in C:\Users\2506602\Downloads\civicdesk (1))
2026-06-18 11:31:44 [main] INFO  c.c.a.AnalyticsServiceApplication - No active profile set, falling back to 1 default profile: "default"
2026-06-18 11:31:47 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-06-18 11:31:47 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 97 ms. Found 1 JPA repository interface.
2026-06-18 11:31:48 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8088 (http)
2026-06-18 11:31:48 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2026-06-18 11:31:48 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-06-18 11:31:48 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2026-06-18 11:31:48 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-06-18 11:31:48 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3792 ms
2026-06-18 11:31:49 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-06-18 11:31:49 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2026-06-18 11:31:49 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-06-18 11:31:49 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-06-18 11:31:50 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-06-18 11:31:50 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@603d25db
2026-06-18 11:31:50 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-06-18 11:31:50 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-18 11:31:52 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-06-18 11:31:52 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 11:31:54 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-18 11:31:54 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: a66830be-5191-41ff-8a88-767ac92c43fb

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-06-18 11:31:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@45f4c27c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@64710a6, org.springframework.security.web.context.SecurityContextHolderFilter@1b897ffb, org.springframework.security.web.header.HeaderWriterFilter@20f3291d, org.springframework.web.filter.CorsFilter@949165f, org.springframework.security.web.authentication.logout.LogoutFilter@5cbaafbd, com.civicdesk.analytics.security.JwtAuthFilter@5b1efaaf, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3074575a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7e4bbda4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@47f677a4, org.springframework.security.web.session.SessionManagementFilter@4b6fc231, org.springframework.security.web.access.ExceptionTranslationFilter@2a5c115b, org.springframework.security.web.access.intercept.AuthorizationFilter@55a2ca5e]
2026-06-18 11:31:56 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2026-06-18 11:31:56 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8088 (http) with context path ''
2026-06-18 11:31:56 [main] INFO  c.c.a.AnalyticsServiceApplication - Started AnalyticsServiceApplication in 12.656 seconds (process running for 13.822)
2026-06-18 14:06:47 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h1m55s279ms337µs400ns).
2026-06-18 14:32:45 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=55s661ms932µs900ns).
2026-06-18 15:22:12 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m25s418ms795µs).
2026-06-18 15:37:57 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-06-18 15:37:58 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-06-18 15:37:58 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
